id,long,lat,num_multe,num_park,day,hour
773,1,10,1.0,0.0,1,1
774,0,0,0.0,322.0,1,1
775,0,1,0.0,1234.0,1,1
776,0,2,0.0,781.0,1,1
777,0,3,0.0,135.0,1,1
778,0,4,0.0,174.0,1,1
779,0,5,0.0,550.0,1,1
780,0,6,0.0,62.0,1,1
781,0,7,0.0,25.0,1,1
782,0,8,0.0,6.0,1,1
783,0,9,0.0,168.0,1,1
784,0,10,0.0,164.0,1,1
785,0,11,0.0,1040.0,1,1
786,0,12,0.0,3132.0,1,1
787,0,13,0.0,1370.0,1,1
788,0,16,0.0,52.0,1,1
789,0,17,0.0,31.0,1,1
790,0,19,0.0,147.0,1,1
791,1,0,0.0,118.0,1,1
792,1,1,0.0,16.0,1,1
793,1,2,0.0,10.0,1,1
794,1,3,0.0,794.0,1,1
795,1,4,0.0,1103.0,1,1
796,1,5,0.0,154.0,1,1
797,1,6,0.0,169.0,1,1
798,1,7,0.0,442.0,1,1
799,1,8,0.0,171.0,1,1
800,1,9,0.0,2194.0,1,1
801,1,10,0.0,2075.0,1,1
802,1,11,0.0,1680.0,1,1
803,1,12,0.0,2913.0,1,1
804,1,13,0.0,251.0,1,1
805,1,14,0.0,283.0,1,1
806,1,15,0.0,92.0,1,1
807,1,16,0.0,54.0,1,1
808,1,17,0.0,145.0,1,1
809,1,18,0.0,457.0,1,1
810,1,19,0.0,164.0,1,1
811,2,0,0.0,1.0,1,1
812,2,1,0.0,210.0,1,1
813,2,2,0.0,562.0,1,1
814,2,3,0.0,1863.0,1,1
815,2,4,0.0,1748.0,1,1
816,2,5,0.0,102.0,1,1
817,2,6,0.0,1846.0,1,1
818,2,7,0.0,3156.0,1,1
819,2,8,0.0,1526.0,1,1
820,2,9,0.0,1243.0,1,1
821,2,10,0.0,1553.0,1,1
822,2,11,0.0,2734.0,1,1
823,2,12,0.0,3003.0,1,1
824,2,13,0.0,3069.0,1,1
825,2,14,0.0,1912.0,1,1
826,2,15,0.0,9.0,1,1
827,2,16,0.0,289.0,1,1
828,2,17,0.0,296.0,1,1
829,2,18,0.0,271.0,1,1
830,2,19,0.0,1391.0,1,1
831,3,0,0.0,351.0,1,1
832,3,1,0.0,1536.0,1,1
833,3,2,0.0,385.0,1,1
834,3,3,0.0,2551.0,1,1
835,3,4,0.0,384.0,1,1
836,3,5,0.0,98.0,1,1
837,3,6,0.0,1731.0,1,1
838,3,7,0.0,3020.0,1,1
839,3,8,0.0,3392.0,1,1
840,3,9,0.0,1588.0,1,1
841,3,10,0.0,1907.0,1,1
842,3,11,0.0,4784.0,1,1
843,3,12,0.0,4066.0,1,1
844,3,13,0.0,4762.0,1,1
845,3,14,0.0,1374.0,1,1
846,3,15,0.0,247.0,1,1
847,3,16,0.0,754.0,1,1
848,3,17,0.0,1635.0,1,1
849,3,18,0.0,228.0,1,1
850,3,19,0.0,992.0,1,1
851,4,0,0.0,1929.0,1,1
852,4,1,0.0,938.0,1,1
853,4,2,0.0,268.0,1,1
854,4,3,0.0,1899.0,1,1
855,4,4,0.0,3637.0,1,1
856,4,5,0.0,563.0,1,1
857,4,6,0.0,3600.0,1,1
858,4,7,0.0,5147.0,1,1
859,4,8,0.0,4531.0,1,1
860,4,9,0.0,2218.0,1,1
861,4,10,0.0,3779.0,1,1
862,4,11,0.0,5720.0,1,1
863,4,12,0.0,5693.0,1,1
864,4,13,0.0,5007.0,1,1
865,4,14,0.0,1427.0,1,1
866,4,15,0.0,461.0,1,1
867,4,16,0.0,1555.0,1,1
868,4,17,0.0,1713.0,1,1
869,4,18,0.0,464.0,1,1
870,4,19,0.0,3151.0,1,1
871,5,0,0.0,2139.0,1,1
872,5,1,0.0,2417.0,1,1
873,5,2,0.0,117.0,1,1
874,5,3,0.0,1137.0,1,1
875,5,4,0.0,5244.0,1,1
876,5,5,0.0,1850.0,1,1
877,5,6,0.0,5379.0,1,1
878,5,7,0.0,4928.0,1,1
879,5,8,0.0,3874.0,1,1
880,5,9,0.0,3888.0,1,1
881,5,10,0.0,4039.0,1,1
882,5,11,0.0,5573.0,1,1
883,5,12,0.0,5209.0,1,1
884,5,13,0.0,5631.0,1,1
885,5,14,0.0,1398.0,1,1
886,5,15,0.0,228.0,1,1
887,5,16,0.0,2509.0,1,1
888,5,17,0.0,1313.0,1,1
889,5,18,0.0,2528.0,1,1
890,5,19,0.0,1243.0,1,1
891,6,0,0.0,2081.0,1,1
892,6,1,0.0,2424.0,1,1
893,6,2,0.0,3291.0,1,1
894,6,3,0.0,2812.0,1,1
895,6,4,0.0,3263.0,1,1
896,6,5,0.0,2140.0,1,1
897,6,6,0.0,3549.0,1,1
898,6,7,0.0,2494.0,1,1
899,6,8,0.0,1065.0,1,1
900,6,9,0.0,5639.0,1,1
901,6,10,0.0,3835.0,1,1
902,6,11,0.0,3556.0,1,1
903,6,12,0.0,4384.0,1,1
904,6,13,0.0,5998.0,1,1
905,6,14,0.0,4023.0,1,1
906,6,15,0.0,2084.0,1,1
907,6,16,0.0,4659.0,1,1
908,6,17,0.0,2073.0,1,1
909,6,18,0.0,2268.0,1,1
910,6,19,0.0,2854.0,1,1
911,7,0,0.0,785.0,1,1
912,7,1,0.0,1725.0,1,1
913,7,2,0.0,3177.0,1,1
914,7,3,0.0,2809.0,1,1
915,7,4,0.0,2553.0,1,1
916,7,5,0.0,555.0,1,1
917,7,6,0.0,1075.0,1,1
918,7,7,0.0,3032.0,1,1
919,7,8,0.0,3035.0,1,1
920,7,9,0.0,8360.0,1,1
921,7,10,0.0,3478.0,1,1
922,7,11,0.0,2531.0,1,1
923,7,12,0.0,5301.0,1,1
924,7,13,0.0,5829.0,1,1
925,7,14,0.0,3429.0,1,1
926,7,15,0.0,1659.0,1,1
927,7,16,0.0,3545.0,1,1
928,7,17,0.0,3271.0,1,1
929,7,18,0.0,1723.0,1,1
930,7,19,0.0,162.0,1,1
931,8,0,0.0,1011.0,1,1
932,8,1,0.0,1112.0,1,1
933,8,2,0.0,1099.0,1,1
934,8,3,0.0,815.0,1,1
935,8,4,0.0,367.0,1,1
936,8,5,0.0,2291.0,1,1
937,8,6,0.0,3761.0,1,1
938,8,7,0.0,3399.0,1,1
939,8,8,0.0,3403.0,1,1
940,8,9,0.0,3237.0,1,1
941,8,10,0.0,5367.0,1,1
942,8,11,0.0,4123.0,1,1
943,8,12,0.0,4507.0,1,1
944,8,13,0.0,3768.0,1,1
945,8,14,0.0,3758.0,1,1
946,8,15,0.0,2808.0,1,1
947,8,16,0.0,5377.0,1,1
948,8,17,0.0,3422.0,1,1
949,8,18,0.0,597.0,1,1
950,8,19,0.0,6.0,1,1
951,9,0,0.0,1353.0,1,1
952,9,1,0.0,560.0,1,1
953,9,2,0.0,127.0,1,1
954,9,3,0.0,1204.0,1,1
955,9,4,0.0,835.0,1,1
956,9,5,0.0,710.0,1,1
957,9,6,0.0,1602.0,1,1
958,9,7,0.0,2486.0,1,1
959,9,10,0.0,3479.0,1,1
960,9,11,0.0,4516.0,1,1
961,9,12,0.0,2974.0,1,1
962,9,13,0.0,2568.0,1,1
963,9,14,0.0,3827.0,1,1
964,9,15,0.0,3546.0,1,1
965,9,16,0.0,6645.0,1,1
966,9,17,0.0,3849.0,1,1
967,9,18,0.0,270.0,1,1
968,9,19,0.0,21.0,1,1
969,10,0,0.0,1286.0,1,1
970,10,1,0.0,1562.0,1,1
971,10,2,0.0,705.0,1,1
972,10,3,0.0,188.0,1,1
973,10,4,0.0,275.0,1,1
974,10,5,0.0,1003.0,1,1
975,10,6,0.0,611.0,1,1
976,10,7,0.0,276.0,1,1
977,10,8,0.0,234.0,1,1
978,10,9,0.0,1640.0,1,1
979,10,10,0.0,3266.0,1,1
980,10,11,0.0,3272.0,1,1
981,10,12,0.0,1812.0,1,1
982,10,13,0.0,2468.0,1,1
983,10,14,0.0,2821.0,1,1
984,10,15,0.0,3023.0,1,1
985,10,16,0.0,1266.0,1,1
986,10,17,0.0,1596.0,1,1
987,10,18,0.0,508.0,1,1
988,10,19,0.0,68.0,1,1
989,11,0,0.0,2377.0,1,1
990,11,1,0.0,623.0,1,1
991,11,2,0.0,300.0,1,1
992,11,3,0.0,107.0,1,1
993,11,4,0.0,337.0,1,1
994,11,5,0.0,469.0,1,1
995,11,6,0.0,325.0,1,1
996,11,7,0.0,157.0,1,1
997,11,8,0.0,351.0,1,1
998,11,9,0.0,1061.0,1,1
999,11,10,0.0,2591.0,1,1
1000,11,11,0.0,4373.0,1,1
1001,11,12,0.0,3229.0,1,1
1002,11,13,0.0,3016.0,1,1
1003,11,14,0.0,4263.0,1,1
1004,11,15,0.0,5273.0,1,1
1005,11,16,0.0,5736.0,1,1
1006,11,17,0.0,3718.0,1,1
1007,11,18,0.0,1936.0,1,1
1008,11,19,0.0,167.0,1,1
1009,12,0,0.0,2118.0,1,1
1010,12,1,0.0,221.0,1,1
1011,12,2,0.0,304.0,1,1
1012,12,3,0.0,10.0,1,1
1013,12,4,0.0,130.0,1,1
1014,12,5,0.0,147.0,1,1
1015,12,6,0.0,22.0,1,1
1016,12,7,0.0,262.0,1,1
1017,12,8,0.0,631.0,1,1
1018,12,9,0.0,753.0,1,1
1019,12,10,0.0,1990.0,1,1
1020,12,11,0.0,3199.0,1,1
1021,12,12,0.0,2608.0,1,1
1022,12,13,0.0,174.0,1,1
1023,12,14,0.0,809.0,1,1
1024,12,15,0.0,5185.0,1,1
1025,12,16,0.0,2443.0,1,1
1026,12,17,0.0,1518.0,1,1
1027,12,18,0.0,711.0,1,1
1028,12,19,0.0,1362.0,1,1
1029,13,0,0.0,725.0,1,1
1030,13,1,0.0,326.0,1,1
1031,13,2,0.0,105.0,1,1
1032,13,3,0.0,44.0,1,1
1033,13,4,0.0,427.0,1,1
1034,13,5,0.0,126.0,1,1
1035,13,6,0.0,77.0,1,1
1036,13,7,0.0,341.0,1,1
1037,13,8,0.0,1068.0,1,1
1038,13,9,0.0,729.0,1,1
1039,13,10,0.0,404.0,1,1
1040,13,11,0.0,2450.0,1,1
1041,13,12,0.0,4191.0,1,1
1042,13,13,0.0,603.0,1,1
1043,13,14,0.0,211.0,1,1
1044,13,15,0.0,2863.0,1,1
1045,13,16,0.0,1151.0,1,1
1046,13,18,0.0,119.0,1,1
1047,13,19,0.0,1429.0,1,1
1048,14,0,0.0,633.0,1,1
1049,14,1,0.0,92.0,1,1
1050,14,2,0.0,139.0,1,1
1051,14,3,0.0,174.0,1,1
1052,14,4,0.0,121.0,1,1
1053,14,5,0.0,145.0,1,1
1054,14,7,0.0,384.0,1,1
1055,14,8,0.0,158.0,1,1
1056,14,9,0.0,479.0,1,1
1057,14,10,0.0,255.0,1,1
1058,14,11,0.0,1965.0,1,1
1059,14,12,0.0,4264.0,1,1
1060,14,13,0.0,621.0,1,1
1061,14,14,0.0,11.0,1,1
1062,14,16,0.0,409.0,1,1
1063,14,17,0.0,951.0,1,1
1064,14,18,0.0,29.0,1,1
1065,14,19,0.0,28.0,1,1
1066,15,0,0.0,24.0,1,1
1067,15,1,0.0,162.0,1,1
1068,15,2,0.0,482.0,1,1
1069,15,3,0.0,493.0,1,1
1070,15,4,0.0,377.0,1,1
1071,15,6,0.0,20.0,1,1
1072,15,7,0.0,435.0,1,1
1073,15,8,0.0,38.0,1,1
1074,15,9,0.0,474.0,1,1
1075,15,10,0.0,68.0,1,1
1076,15,11,0.0,299.0,1,1
1077,15,12,0.0,743.0,1,1
1078,15,13,0.0,1568.0,1,1
1079,15,14,0.0,1089.0,1,1
1080,15,15,0.0,81.0,1,1
1081,15,16,0.0,1685.0,1,1
1082,15,17,0.0,1900.0,1,1
1083,15,18,0.0,324.0,1,1
1084,15,19,0.0,31.0,1,1
1085,16,0,0.0,5.0,1,1
1086,16,1,0.0,76.0,1,1
1087,16,2,0.0,20.0,1,1
1088,16,3,0.0,545.0,1,1
1089,16,4,0.0,689.0,1,1
1090,16,5,0.0,130.0,1,1
1091,16,6,0.0,75.0,1,1
1092,16,7,0.0,7.0,1,1
1093,16,9,0.0,251.0,1,1
1094,16,10,0.0,231.0,1,1
1095,16,11,0.0,116.0,1,1
1096,16,12,0.0,323.0,1,1
1097,16,13,0.0,501.0,1,1
1098,16,14,0.0,105.0,1,1
1099,16,15,0.0,96.0,1,1
1100,16,16,0.0,1345.0,1,1
1101,16,17,0.0,926.0,1,1
1102,16,18,0.0,125.0,1,1
1103,16,19,0.0,284.0,1,1
1104,17,0,0.0,14.0,1,1
1105,17,1,0.0,39.0,1,1
1106,17,2,0.0,148.0,1,1
1107,17,3,0.0,1055.0,1,1
1108,17,4,0.0,457.0,1,1
1109,17,5,0.0,209.0,1,1
1110,17,6,0.0,66.0,1,1
1111,17,8,0.0,42.0,1,1
1112,17,9,0.0,430.0,1,1
1113,17,10,0.0,159.0,1,1
1114,17,11,0.0,146.0,1,1
1115,17,12,0.0,147.0,1,1
1116,17,13,0.0,21.0,1,1
1117,17,14,0.0,7.0,1,1
1118,17,15,0.0,828.0,1,1
1119,17,16,0.0,875.0,1,1
1120,17,17,0.0,2207.0,1,1
1121,17,18,0.0,1389.0,1,1
1122,17,19,0.0,71.0,1,1
1123,18,0,0.0,23.0,1,1
1124,18,1,0.0,51.0,1,1
1125,18,2,0.0,134.0,1,1
1126,18,3,0.0,729.0,1,1
1127,18,4,0.0,365.0,1,1
1128,18,5,0.0,93.0,1,1
1129,18,6,0.0,2.0,1,1
1130,18,8,0.0,462.0,1,1
1131,18,9,0.0,97.0,1,1
1132,18,10,0.0,24.0,1,1
1133,18,11,0.0,20.0,1,1
1134,18,12,0.0,3.0,1,1
1135,18,15,0.0,236.0,1,1
1136,18,16,0.0,576.0,1,1
1137,18,17,0.0,1797.0,1,1
1138,18,18,0.0,1171.0,1,1
1139,18,19,0.0,120.0,1,1
1140,19,0,0.0,72.0,1,1
1141,19,1,0.0,201.0,1,1
1142,19,2,0.0,135.0,1,1
1143,19,3,0.0,97.0,1,1
1144,19,4,0.0,71.0,1,1
1145,19,5,0.0,75.0,1,1
1146,19,6,0.0,14.0,1,1
1147,19,7,0.0,295.0,1,1
1148,19,8,0.0,81.0,1,1
1149,19,10,0.0,20.0,1,1
1150,19,13,0.0,393.0,1,1
1151,19,15,0.0,56.0,1,1
1152,19,16,0.0,628.0,1,1
1153,19,17,0.0,732.0,1,1
1154,19,18,0.0,183.0,1,1
1155,19,19,0.0,45.0,1,1
1156,0,0,0.0,186.0,1,2
1157,0,1,0.0,670.0,1,2
1158,0,2,0.0,417.0,1,2
1159,0,3,0.0,73.0,1,2
1160,0,4,0.0,57.0,1,2
1161,0,5,0.0,340.0,1,2
1162,0,6,0.0,6.0,1,2
1163,0,7,0.0,33.0,1,2
1164,0,8,0.0,2.0,1,2
1165,0,9,0.0,78.0,1,2
1166,0,10,0.0,43.0,1,2
1167,0,11,0.0,584.0,1,2
1168,0,12,0.0,1766.0,1,2
1169,0,13,0.0,762.0,1,2
1170,0,14,0.0,2.0,1,2
1171,0,16,0.0,15.0,1,2
1172,0,17,0.0,9.0,1,2
1173,0,19,0.0,102.0,1,2
1174,1,0,0.0,91.0,1,2
1175,1,1,0.0,7.0,1,2
1176,1,2,0.0,7.0,1,2
1177,1,3,0.0,413.0,1,2
1178,1,4,0.0,532.0,1,2
1179,1,5,0.0,92.0,1,2
1180,1,6,0.0,122.0,1,2
1181,1,7,0.0,231.0,1,2
1182,1,8,0.0,121.0,1,2
1183,1,9,0.0,1605.0,1,2
1184,1,10,0.0,1369.0,1,2
1185,1,11,0.0,933.0,1,2
1186,1,12,0.0,1568.0,1,2
1187,1,13,0.0,96.0,1,2
1188,1,14,0.0,192.0,1,2
1189,1,15,0.0,34.0,1,2
1190,1,16,0.0,10.0,1,2
1191,1,17,0.0,52.0,1,2
1192,1,18,0.0,297.0,1,2
1193,1,19,0.0,70.0,1,2
1194,2,1,0.0,121.0,1,2
1195,2,2,0.0,253.0,1,2
1196,2,3,0.0,1031.0,1,2
1197,2,4,0.0,961.0,1,2
1198,2,5,0.0,35.0,1,2
1199,2,6,0.0,997.0,1,2
1200,2,7,0.0,1824.0,1,2
1201,2,8,0.0,935.0,1,2
1202,2,9,0.0,629.0,1,2
1203,2,10,0.0,869.0,1,2
1204,2,11,0.0,1608.0,1,2
1205,2,12,0.0,1701.0,1,2
1206,2,13,0.0,1691.0,1,2
1207,2,14,0.0,1086.0,1,2
1208,2,15,0.0,3.0,1,2
1209,2,16,0.0,115.0,1,2
1210,2,17,0.0,150.0,1,2
1211,2,18,0.0,136.0,1,2
1212,2,19,0.0,804.0,1,2
1213,3,0,0.0,187.0,1,2
1214,3,1,0.0,736.0,1,2
1215,3,2,0.0,166.0,1,2
1216,3,3,0.0,1455.0,1,2
1217,3,4,0.0,207.0,1,2
1218,3,5,0.0,18.0,1,2
1219,3,6,0.0,1104.0,1,2
1220,3,7,0.0,1678.0,1,2
1221,3,8,0.0,1985.0,1,2
1222,3,9,0.0,968.0,1,2
1223,3,10,0.0,1036.0,1,2
1224,3,11,0.0,2768.0,1,2
1225,3,12,0.0,2287.0,1,2
1226,3,13,0.0,2716.0,1,2
1227,3,14,0.0,701.0,1,2
1228,3,15,0.0,136.0,1,2
1229,3,16,0.0,509.0,1,2
1230,3,17,0.0,931.0,1,2
1231,3,18,0.0,76.0,1,2
1232,3,19,0.0,557.0,1,2
1233,4,0,0.0,1119.0,1,2
1234,4,1,0.0,539.0,1,2
1235,4,2,0.0,175.0,1,2
1236,4,3,0.0,1005.0,1,2
1237,4,4,0.0,2028.0,1,2
1238,4,5,0.0,206.0,1,2
1239,4,6,0.0,1969.0,1,2
1240,4,7,0.0,2816.0,1,2
1241,4,8,0.0,2365.0,1,2
1242,4,9,0.0,1194.0,1,2
1243,4,10,0.0,2162.0,1,2
1244,4,11,0.0,3094.0,1,2
1245,4,12,0.0,3134.0,1,2
1246,4,13,0.0,2839.0,1,2
1247,4,14,0.0,823.0,1,2
1248,4,15,0.0,300.0,1,2
1249,4,16,0.0,791.0,1,2
1250,4,17,0.0,972.0,1,2
1251,4,18,0.0,273.0,1,2
1252,4,19,0.0,1516.0,1,2
1253,5,0,0.0,1070.0,1,2
1254,5,1,0.0,1251.0,1,2
1255,5,2,0.0,84.0,1,2
1256,5,3,0.0,586.0,1,2
1257,5,4,0.0,2866.0,1,2
1258,5,5,0.0,924.0,1,2
1259,5,6,0.0,2983.0,1,2
1260,5,7,0.0,2735.0,1,2
1261,5,8,0.0,2287.0,1,2
1262,5,9,0.0,2161.0,1,2
1263,5,10,0.0,2244.0,1,2
1264,5,11,0.0,3096.0,1,2
1265,5,12,0.0,2833.0,1,2
1266,5,13,0.0,3121.0,1,2
1267,5,14,0.0,912.0,1,2
1268,5,15,0.0,127.0,1,2
1269,5,16,0.0,1325.0,1,2
1270,5,17,0.0,714.0,1,2
1271,5,18,0.0,1564.0,1,2
1272,5,19,0.0,719.0,1,2
1273,6,0,0.0,1205.0,1,2
1274,6,1,0.0,1428.0,1,2
1275,6,2,0.0,1795.0,1,2
1276,6,3,0.0,1388.0,1,2
1277,6,4,0.0,1790.0,1,2
1278,6,5,0.0,1188.0,1,2
1279,6,6,0.0,2075.0,1,2
1280,6,7,0.0,1347.0,1,2
1281,6,8,0.0,675.0,1,2
1282,6,9,0.0,3127.0,1,2
1283,6,10,0.0,2158.0,1,2
1284,6,11,0.0,1967.0,1,2
1285,6,12,0.0,2333.0,1,2
1286,6,13,0.0,3438.0,1,2
1287,6,14,0.0,2107.0,1,2
1288,6,15,0.0,1215.0,1,2
1289,6,16,0.0,2532.0,1,2
1290,6,17,0.0,1145.0,1,2
1291,6,18,0.0,1135.0,1,2
1292,6,19,0.0,1532.0,1,2
1293,7,0,0.0,497.0,1,2
1294,7,1,0.0,1003.0,1,2
1295,7,2,0.0,1590.0,1,2
1296,7,3,0.0,1557.0,1,2
1297,7,4,0.0,1474.0,1,2
1298,7,5,0.0,377.0,1,2
1299,7,6,0.0,683.0,1,2
1300,7,7,0.0,1694.0,1,2
1301,7,8,0.0,1751.0,1,2
1302,7,9,0.0,4543.0,1,2
1303,7,10,0.0,1876.0,1,2
1304,7,11,0.0,1348.0,1,2
1305,7,12,0.0,2907.0,1,2
1306,7,13,0.0,3285.0,1,2
1307,7,14,0.0,1849.0,1,2
1308,7,15,0.0,920.0,1,2
1309,7,16,0.0,2134.0,1,2
1310,7,17,0.0,1883.0,1,2
1311,7,18,0.0,1015.0,1,2
1312,7,19,0.0,134.0,1,2
1313,8,0,0.0,543.0,1,2
1314,8,1,0.0,754.0,1,2
1315,8,2,0.0,610.0,1,2
1316,8,3,0.0,343.0,1,2
1317,8,4,0.0,268.0,1,2
1318,8,5,0.0,1331.0,1,2
1319,8,6,0.0,2156.0,1,2
1320,8,7,0.0,1890.0,1,2
1321,8,8,0.0,1984.0,1,2
1322,8,9,0.0,1859.0,1,2
1323,8,10,0.0,3157.0,1,2
1324,8,11,0.0,2812.0,1,2
1325,8,12,0.0,2799.0,1,2
1326,8,13,0.0,2163.0,1,2
1327,8,14,0.0,2330.0,1,2
1328,8,15,0.0,1594.0,1,2
1329,8,16,0.0,3132.0,1,2
1330,8,17,0.0,1836.0,1,2
1331,8,18,0.0,214.0,1,2
1332,9,0,0.0,798.0,1,2
1333,9,1,0.0,356.0,1,2
1334,9,2,0.0,63.0,1,2
1335,9,3,0.0,803.0,1,2
1336,9,4,0.0,441.0,1,2
1337,9,5,0.0,463.0,1,2
1338,9,6,0.0,888.0,1,2
1339,9,7,0.0,1416.0,1,2
1340,9,10,0.0,2470.0,1,2
1341,9,11,0.0,2826.0,1,2
1342,9,12,0.0,1947.0,1,2
1343,9,13,0.0,1601.0,1,2
1344,9,14,0.0,2048.0,1,2
1345,9,15,0.0,1892.0,1,2
1346,9,16,0.0,3601.0,1,2
1347,9,17,0.0,2166.0,1,2
1348,9,18,0.0,171.0,1,2
1349,10,0,0.0,687.0,1,2
1350,10,1,0.0,830.0,1,2
1351,10,2,0.0,369.0,1,2
1352,10,3,0.0,95.0,1,2
1353,10,4,0.0,156.0,1,2
1354,10,5,0.0,560.0,1,2
1355,10,6,0.0,400.0,1,2
1356,10,7,0.0,159.0,1,2
1357,10,8,0.0,150.0,1,2
1358,10,9,0.0,1009.0,1,2
1359,10,10,0.0,2223.0,1,2
1360,10,11,0.0,2061.0,1,2
1361,10,12,0.0,1192.0,1,2
1362,10,13,0.0,1173.0,1,2
1363,10,14,0.0,1671.0,1,2
1364,10,15,0.0,1855.0,1,2
1365,10,16,0.0,717.0,1,2
1366,10,17,0.0,810.0,1,2
1367,10,18,0.0,212.0,1,2
1368,10,19,0.0,34.0,1,2
1369,11,0,0.0,1388.0,1,2
1370,11,1,0.0,329.0,1,2
1371,11,2,0.0,164.0,1,2
1372,11,3,0.0,67.0,1,2
1373,11,4,0.0,215.0,1,2
1374,11,5,0.0,268.0,1,2
1375,11,6,0.0,176.0,1,2
1376,11,7,0.0,127.0,1,2
1377,11,8,0.0,217.0,1,2
1378,11,9,0.0,734.0,1,2
1379,11,10,0.0,1754.0,1,2
1380,11,11,0.0,2911.0,1,2
1381,11,12,0.0,2104.0,1,2
1382,11,13,0.0,1891.0,1,2
1383,11,14,0.0,2369.0,1,2
1384,11,15,0.0,2964.0,1,2
1385,11,16,0.0,3292.0,1,2
1386,11,17,0.0,1857.0,1,2
1387,11,18,0.0,1022.0,1,2
1388,11,19,0.0,85.0,1,2
1389,12,0,0.0,1161.0,1,2
1390,12,1,0.0,150.0,1,2
1391,12,2,0.0,169.0,1,2
1392,12,4,0.0,65.0,1,2
1393,12,5,0.0,87.0,1,2
1394,12,6,0.0,24.0,1,2
1395,12,7,0.0,131.0,1,2
1396,12,8,0.0,377.0,1,2
1397,12,9,0.0,479.0,1,2
1398,12,10,0.0,1154.0,1,2
1399,12,11,0.0,1820.0,1,2
1400,12,12,0.0,1456.0,1,2
1401,12,13,0.0,6.0,1,2
1402,12,14,0.0,522.0,1,2
1403,12,15,0.0,2891.0,1,2
1404,12,16,0.0,1387.0,1,2
1405,12,17,0.0,734.0,1,2
1406,12,18,0.0,406.0,1,2
1407,12,19,0.0,783.0,1,2
1408,13,0,0.0,388.0,1,2
1409,13,1,0.0,192.0,1,2
1410,13,2,0.0,70.0,1,2
1411,13,3,0.0,27.0,1,2
1412,13,4,0.0,259.0,1,2
1413,13,5,0.0,73.0,1,2
1414,13,6,0.0,30.0,1,2
1415,13,7,0.0,194.0,1,2
1416,13,8,0.0,539.0,1,2
1417,13,9,0.0,410.0,1,2
1418,13,10,0.0,295.0,1,2
1419,13,11,0.0,1471.0,1,2
1420,13,12,0.0,2274.0,1,2
1421,13,13,0.0,276.0,1,2
1422,13,14,0.0,28.0,1,2
1423,13,15,0.0,1489.0,1,2
1424,13,16,0.0,579.0,1,2
1425,13,18,0.0,24.0,1,2
1426,13,19,0.0,864.0,1,2
1427,14,0,0.0,408.0,1,2
1428,14,1,0.0,66.0,1,2
1429,14,2,0.0,68.0,1,2
1430,14,3,0.0,117.0,1,2
1431,14,4,0.0,64.0,1,2
1432,14,5,0.0,146.0,1,2
1433,14,7,0.0,250.0,1,2
1434,14,8,0.0,84.0,1,2
1435,14,9,0.0,274.0,1,2
1436,14,10,0.0,169.0,1,2
1437,14,11,0.0,1106.0,1,2
1438,14,12,0.0,2484.0,1,2
1439,14,13,0.0,376.0,1,2
1440,14,14,0.0,10.0,1,2
1441,14,15,0.0,2.0,1,2
1442,14,16,0.0,223.0,1,2
1443,14,17,0.0,404.0,1,2
1444,14,18,0.0,9.0,1,2
1445,14,19,0.0,7.0,1,2
1446,15,0,0.0,2.0,1,2
1447,15,1,0.0,87.0,1,2
1448,15,2,0.0,278.0,1,2
1449,15,3,0.0,279.0,1,2
1450,15,4,0.0,218.0,1,2
1451,15,6,0.0,17.0,1,2
1452,15,7,0.0,225.0,1,2
1453,15,8,0.0,15.0,1,2
1454,15,9,0.0,231.0,1,2
1455,15,10,0.0,51.0,1,2
1456,15,11,0.0,162.0,1,2
1457,15,12,0.0,487.0,1,2
1458,15,13,0.0,862.0,1,2
1459,15,14,0.0,713.0,1,2
1460,15,15,0.0,60.0,1,2
1461,15,16,0.0,945.0,1,2
1462,15,17,0.0,1087.0,1,2
1463,15,18,0.0,180.0,1,2
1464,15,19,0.0,5.0,1,2
1465,16,1,0.0,35.0,1,2
1466,16,2,0.0,16.0,1,2
1467,16,3,0.0,334.0,1,2
1468,16,4,0.0,390.0,1,2
1469,16,5,0.0,78.0,1,2
1470,16,6,0.0,49.0,1,2
1471,16,7,0.0,7.0,1,2
1472,16,9,0.0,123.0,1,2
1473,16,10,0.0,149.0,1,2
1474,16,11,0.0,73.0,1,2
1475,16,12,0.0,165.0,1,2
1476,16,13,0.0,253.0,1,2
1477,16,14,0.0,78.0,1,2
1478,16,15,0.0,70.0,1,2
1479,16,16,0.0,760.0,1,2
1480,16,17,0.0,433.0,1,2
1481,16,18,0.0,53.0,1,2
1482,16,19,0.0,95.0,1,2
1483,17,0,0.0,2.0,1,2
1484,17,1,0.0,9.0,1,2
1485,17,2,0.0,79.0,1,2
1486,17,3,0.0,626.0,1,2
1487,17,4,0.0,265.0,1,2
1488,17,5,0.0,111.0,1,2
1489,17,6,0.0,43.0,1,2
1490,17,8,0.0,35.0,1,2
1491,17,9,0.0,211.0,1,2
1492,17,10,0.0,98.0,1,2
1493,17,11,0.0,63.0,1,2
1494,17,12,0.0,92.0,1,2
1495,17,13,0.0,2.0,1,2
1496,17,15,0.0,470.0,1,2
1497,17,16,0.0,494.0,1,2
1498,17,17,0.0,1262.0,1,2
1499,17,18,0.0,618.0,1,2
1500,17,19,0.0,18.0,1,2
1501,18,0,0.0,44.0,1,2
1502,18,1,0.0,32.0,1,2
1503,18,2,0.0,76.0,1,2
