long,lat,num,date,Day of the month,Day of the week,Hour
7.6035,45.067,1,2017-06-01 00:00:00,1,3,0.0
7.6205,45.067,1,2017-06-01 00:00:00,1,3,0.0
7.629,45.098,1,2017-06-01 00:00:00,1,3,0.0
7.6375,45.079,1,2017-06-01 00:00:00,1,3,0.0
7.646000000000001,45.0415,1,2017-06-01 00:00:00,1,3,0.0
7.646000000000001,45.117,1,2017-06-01 00:00:00,1,3,0.0
7.6545000000000005,45.0415,1,2017-06-01 00:00:00,1,3,0.0
7.663,45.048,1,2017-06-01 00:00:00,1,3,0.0
7.68,44.997,1,2017-06-01 00:00:00,1,3,0.0
7.68,45.048,1,2017-06-01 00:00:00,1,3,0.0
7.68,45.054,2,2017-06-01 00:00:00,1,3,0.0
7.68,45.060500000000005,1,2017-06-01 00:00:00,1,3,0.0
7.6884999999999994,45.085499999999996,1,2017-06-01 00:00:00,1,3,0.0
7.696999999999999,45.060500000000005,1,2017-06-01 00:00:00,1,3,0.0
7.696999999999999,45.067,1,2017-06-01 00:00:00,1,3,0.0
7.629,45.035,1,2017-06-01 01:00:00,1,3,1.0
7.6545000000000005,45.054,2,2017-06-01 01:00:00,1,3,1.0
7.6545000000000005,45.079,1,2017-06-01 01:00:00,1,3,1.0
7.696999999999999,45.098,1,2017-06-01 01:00:00,1,3,1.0
7.696999999999999,45.1045,1,2017-06-01 01:00:00,1,3,1.0
7.6715,45.0415,1,2017-06-01 02:00:00,1,3,2.0
7.68,45.1045,1,2017-06-01 02:00:00,1,3,2.0
7.7055,45.098,1,2017-06-01 02:00:00,1,3,2.0
7.7055,45.111,1,2017-06-01 02:00:00,1,3,2.0
7.6205,45.048,1,2017-06-01 03:00:00,1,3,3.0
7.6205,45.073,2,2017-06-01 03:00:00,1,3,3.0
7.6205,45.079,1,2017-06-01 03:00:00,1,3,3.0
7.629,45.079,1,2017-06-01 03:00:00,1,3,3.0
7.6375,45.073,1,2017-06-01 03:00:00,1,3,3.0
7.646000000000001,45.048,1,2017-06-01 03:00:00,1,3,3.0
7.6545000000000005,45.01,2,2017-06-01 03:00:00,1,3,3.0
7.663,44.997,1,2017-06-01 03:00:00,1,3,3.0
7.663,45.0415,2,2017-06-01 03:00:00,1,3,3.0
7.663,45.1045,1,2017-06-01 03:00:00,1,3,3.0
7.6715,45.0415,1,2017-06-01 03:00:00,1,3,3.0
7.6715,45.079,1,2017-06-01 03:00:00,1,3,3.0
7.68,45.098,1,2017-06-01 03:00:00,1,3,3.0
7.6035,45.098,1,2017-06-01 04:00:00,1,3,4.0
7.612,45.067,1,2017-06-01 04:00:00,1,3,4.0
7.612,45.073,1,2017-06-01 04:00:00,1,3,4.0
7.612,45.117,1,2017-06-01 04:00:00,1,3,4.0
7.6205,45.060500000000005,1,2017-06-01 04:00:00,1,3,4.0
7.6205,45.079,1,2017-06-01 04:00:00,1,3,4.0
7.6205,45.117,2,2017-06-01 04:00:00,1,3,4.0
7.629,45.0035,1,2017-06-01 04:00:00,1,3,4.0
7.629,45.016,1,2017-06-01 04:00:00,1,3,4.0
7.629,45.060500000000005,1,2017-06-01 04:00:00,1,3,4.0
7.6375,44.997,1,2017-06-01 04:00:00,1,3,4.0
7.6375,45.067,1,2017-06-01 04:00:00,1,3,4.0
7.646000000000001,45.1045,1,2017-06-01 04:00:00,1,3,4.0
7.646000000000001,45.117,1,2017-06-01 04:00:00,1,3,4.0
7.6545000000000005,45.0035,1,2017-06-01 04:00:00,1,3,4.0
7.6545000000000005,45.0415,1,2017-06-01 04:00:00,1,3,4.0
7.6545000000000005,45.054,2,2017-06-01 04:00:00,1,3,4.0
7.6545000000000005,45.060500000000005,1,2017-06-01 04:00:00,1,3,4.0
7.6545000000000005,45.092,1,2017-06-01 04:00:00,1,3,4.0
7.6545000000000005,45.098,1,2017-06-01 04:00:00,1,3,4.0
7.663,45.016,2,2017-06-01 04:00:00,1,3,4.0
7.663,45.073,1,2017-06-01 04:00:00,1,3,4.0
7.6715,45.092,1,2017-06-01 04:00:00,1,3,4.0
7.6715,45.098,1,2017-06-01 04:00:00,1,3,4.0
7.6715,45.111,1,2017-06-01 04:00:00,1,3,4.0
7.68,45.0415,1,2017-06-01 04:00:00,1,3,4.0
7.68,45.079,1,2017-06-01 04:00:00,1,3,4.0
7.68,45.098,2,2017-06-01 04:00:00,1,3,4.0
7.68,45.1045,1,2017-06-01 04:00:00,1,3,4.0
7.6884999999999994,45.01,1,2017-06-01 04:00:00,1,3,4.0
7.6884999999999994,45.085499999999996,1,2017-06-01 04:00:00,1,3,4.0
7.6884999999999994,45.1045,1,2017-06-01 04:00:00,1,3,4.0
7.696999999999999,45.0035,1,2017-06-01 04:00:00,1,3,4.0
7.696999999999999,45.092,1,2017-06-01 04:00:00,1,3,4.0
7.696999999999999,45.111,3,2017-06-01 04:00:00,1,3,4.0
7.7055,45.060500000000005,1,2017-06-01 04:00:00,1,3,4.0
7.7055,45.073,1,2017-06-01 04:00:00,1,3,4.0
7.7055,45.085499999999996,1,2017-06-01 04:00:00,1,3,4.0
7.7055,45.092,1,2017-06-01 04:00:00,1,3,4.0
7.7145,45.073,2,2017-06-01 04:00:00,1,3,4.0
7.723000000000001,45.048,1,2017-06-01 04:00:00,1,3,4.0
7.723000000000001,45.073,1,2017-06-01 04:00:00,1,3,4.0
7.74,45.117,2,2017-06-01 04:00:00,1,3,4.0
7.7485,45.016,1,2017-06-01 04:00:00,1,3,4.0
7.7485,45.098,1,2017-06-01 04:00:00,1,3,4.0
7.757,45.054,1,2017-06-01 04:00:00,1,3,4.0
7.6035,45.016,1,2017-06-01 05:00:00,1,3,5.0
7.6035,45.028999999999996,1,2017-06-01 05:00:00,1,3,5.0
7.6035,45.079,1,2017-06-01 05:00:00,1,3,5.0
7.612,45.035,1,2017-06-01 05:00:00,1,3,5.0
7.612,45.067,3,2017-06-01 05:00:00,1,3,5.0
7.612,45.073,1,2017-06-01 05:00:00,1,3,5.0
7.612,45.085499999999996,1,2017-06-01 05:00:00,1,3,5.0
7.6205,45.0415,1,2017-06-01 05:00:00,1,3,5.0
7.6205,45.079,1,2017-06-01 05:00:00,1,3,5.0
7.629,45.016,1,2017-06-01 05:00:00,1,3,5.0
7.629,45.035,1,2017-06-01 05:00:00,1,3,5.0
7.629,45.0415,2,2017-06-01 05:00:00,1,3,5.0
7.629,45.048,1,2017-06-01 05:00:00,1,3,5.0
7.629,45.054,2,2017-06-01 05:00:00,1,3,5.0
7.629,45.067,4,2017-06-01 05:00:00,1,3,5.0
7.629,45.073,1,2017-06-01 05:00:00,1,3,5.0
7.629,45.079,3,2017-06-01 05:00:00,1,3,5.0
7.629,45.098,1,2017-06-01 05:00:00,1,3,5.0
7.629,45.117,1,2017-06-01 05:00:00,1,3,5.0
7.6375,44.997,1,2017-06-01 05:00:00,1,3,5.0
7.6375,45.01,1,2017-06-01 05:00:00,1,3,5.0
7.6375,45.0225,3,2017-06-01 05:00:00,1,3,5.0
7.6375,45.035,2,2017-06-01 05:00:00,1,3,5.0
7.6375,45.0415,3,2017-06-01 05:00:00,1,3,5.0
7.6375,45.048,4,2017-06-01 05:00:00,1,3,5.0
7.6375,45.067,4,2017-06-01 05:00:00,1,3,5.0
7.6375,45.079,3,2017-06-01 05:00:00,1,3,5.0
7.6375,45.085499999999996,1,2017-06-01 05:00:00,1,3,5.0
7.6375,45.092,1,2017-06-01 05:00:00,1,3,5.0
7.6375,45.098,2,2017-06-01 05:00:00,1,3,5.0
7.6375,45.1045,1,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.0035,1,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.0415,3,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.048,2,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.054,3,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.060500000000005,2,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.067,4,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.073,2,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.079,1,2017-06-01 05:00:00,1,3,5.0
7.646000000000001,45.111,1,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,44.997,2,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.0035,2,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.01,1,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.0225,1,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.054,1,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.060500000000005,2,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.067,1,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.073,3,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.098,2,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.1045,3,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.111,3,2017-06-01 05:00:00,1,3,5.0
7.6545000000000005,45.117,2,2017-06-01 05:00:00,1,3,5.0
7.663,44.997,1,2017-06-01 05:00:00,1,3,5.0
7.663,45.0035,1,2017-06-01 05:00:00,1,3,5.0
7.663,45.01,3,2017-06-01 05:00:00,1,3,5.0
7.663,45.016,2,2017-06-01 05:00:00,1,3,5.0
7.663,45.0225,1,2017-06-01 05:00:00,1,3,5.0
7.663,45.0415,1,2017-06-01 05:00:00,1,3,5.0
7.663,45.048,1,2017-06-01 05:00:00,1,3,5.0
7.663,45.073,1,2017-06-01 05:00:00,1,3,5.0
7.663,45.079,1,2017-06-01 05:00:00,1,3,5.0
7.663,45.1045,1,2017-06-01 05:00:00,1,3,5.0
7.6715,45.0225,1,2017-06-01 05:00:00,1,3,5.0
7.6715,45.035,1,2017-06-01 05:00:00,1,3,5.0
7.6715,45.0415,2,2017-06-01 05:00:00,1,3,5.0
7.6715,45.048,1,2017-06-01 05:00:00,1,3,5.0
7.6715,45.054,2,2017-06-01 05:00:00,1,3,5.0
7.6715,45.067,1,2017-06-01 05:00:00,1,3,5.0
7.6715,45.073,2,2017-06-01 05:00:00,1,3,5.0
7.6715,45.085499999999996,2,2017-06-01 05:00:00,1,3,5.0
7.6715,45.1045,1,2017-06-01 05:00:00,1,3,5.0
7.68,45.035,2,2017-06-01 05:00:00,1,3,5.0
7.68,45.054,1,2017-06-01 05:00:00,1,3,5.0
7.68,45.073,1,2017-06-01 05:00:00,1,3,5.0
7.68,45.079,1,2017-06-01 05:00:00,1,3,5.0
7.68,45.098,3,2017-06-01 05:00:00,1,3,5.0
7.68,45.1045,3,2017-06-01 05:00:00,1,3,5.0
7.6884999999999994,44.997,2,2017-06-01 05:00:00,1,3,5.0
7.6884999999999994,45.0035,2,2017-06-01 05:00:00,1,3,5.0
7.6884999999999994,45.054,1,2017-06-01 05:00:00,1,3,5.0
7.6884999999999994,45.060500000000005,1,2017-06-01 05:00:00,1,3,5.0
7.6884999999999994,45.067,1,2017-06-01 05:00:00,1,3,5.0
7.6884999999999994,45.073,1,2017-06-01 05:00:00,1,3,5.0
7.6884999999999994,45.1045,1,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,44.997,1,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.016,1,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.0225,1,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.028999999999996,1,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.060500000000005,1,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.067,2,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.073,1,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.085499999999996,2,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.092,2,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.098,2,2017-06-01 05:00:00,1,3,5.0
7.696999999999999,45.1045,1,2017-06-01 05:00:00,1,3,5.0
7.7055,45.073,1,2017-06-01 05:00:00,1,3,5.0
7.7055,45.092,1,2017-06-01 05:00:00,1,3,5.0
7.7055,45.098,1,2017-06-01 05:00:00,1,3,5.0
7.7055,45.1045,2,2017-06-01 05:00:00,1,3,5.0
7.7055,45.117,1,2017-06-01 05:00:00,1,3,5.0
7.7145,45.048,1,2017-06-01 05:00:00,1,3,5.0
7.7145,45.054,1,2017-06-01 05:00:00,1,3,5.0
7.7145,45.073,1,2017-06-01 05:00:00,1,3,5.0
7.7145,45.092,3,2017-06-01 05:00:00,1,3,5.0
7.723000000000001,45.016,2,2017-06-01 05:00:00,1,3,5.0
7.723000000000001,45.067,1,2017-06-01 05:00:00,1,3,5.0
7.723000000000001,45.073,3,2017-06-01 05:00:00,1,3,5.0
7.7315000000000005,45.01,1,2017-06-01 05:00:00,1,3,5.0
7.7315000000000005,45.073,2,2017-06-01 05:00:00,1,3,5.0
7.7315000000000005,45.085499999999996,1,2017-06-01 05:00:00,1,3,5.0
7.7315000000000005,45.098,1,2017-06-01 05:00:00,1,3,5.0
7.74,45.0225,1,2017-06-01 05:00:00,1,3,5.0
7.74,45.1045,1,2017-06-01 05:00:00,1,3,5.0
7.74,45.117,1,2017-06-01 05:00:00,1,3,5.0
7.7485,45.016,1,2017-06-01 05:00:00,1,3,5.0
7.7485,45.1045,1,2017-06-01 05:00:00,1,3,5.0
7.7485,45.111,1,2017-06-01 05:00:00,1,3,5.0
7.757,45.0225,1,2017-06-01 05:00:00,1,3,5.0
7.757,45.098,1,2017-06-01 05:00:00,1,3,5.0
7.6035,45.016,1,2017-06-01 06:00:00,1,3,6.0
7.6035,45.067,2,2017-06-01 06:00:00,1,3,6.0
7.6035,45.073,3,2017-06-01 06:00:00,1,3,6.0
7.6035,45.079,1,2017-06-01 06:00:00,1,3,6.0
7.612,45.028999999999996,1,2017-06-01 06:00:00,1,3,6.0
7.612,45.067,1,2017-06-01 06:00:00,1,3,6.0
7.612,45.073,2,2017-06-01 06:00:00,1,3,6.0
7.612,45.098,1,2017-06-01 06:00:00,1,3,6.0
7.612,45.117,2,2017-06-01 06:00:00,1,3,6.0
7.6205,45.016,2,2017-06-01 06:00:00,1,3,6.0
7.6205,45.0415,1,2017-06-01 06:00:00,1,3,6.0
7.6205,45.054,2,2017-06-01 06:00:00,1,3,6.0
7.6205,45.067,2,2017-06-01 06:00:00,1,3,6.0
7.6205,45.073,2,2017-06-01 06:00:00,1,3,6.0
7.6205,45.079,2,2017-06-01 06:00:00,1,3,6.0
7.6205,45.085499999999996,1,2017-06-01 06:00:00,1,3,6.0
7.629,45.0035,1,2017-06-01 06:00:00,1,3,6.0
7.629,45.016,3,2017-06-01 06:00:00,1,3,6.0
7.629,45.035,1,2017-06-01 06:00:00,1,3,6.0
7.629,45.0415,2,2017-06-01 06:00:00,1,3,6.0
7.629,45.048,3,2017-06-01 06:00:00,1,3,6.0
7.629,45.054,2,2017-06-01 06:00:00,1,3,6.0
7.629,45.060500000000005,1,2017-06-01 06:00:00,1,3,6.0
7.629,45.067,1,2017-06-01 06:00:00,1,3,6.0
7.629,45.073,4,2017-06-01 06:00:00,1,3,6.0
7.629,45.079,4,2017-06-01 06:00:00,1,3,6.0
7.629,45.085499999999996,1,2017-06-01 06:00:00,1,3,6.0
7.6375,45.0035,1,2017-06-01 06:00:00,1,3,6.0
7.6375,45.016,1,2017-06-01 06:00:00,1,3,6.0
7.6375,45.0225,4,2017-06-01 06:00:00,1,3,6.0
7.6375,45.035,5,2017-06-01 06:00:00,1,3,6.0
7.6375,45.0415,3,2017-06-01 06:00:00,1,3,6.0
7.6375,45.048,5,2017-06-01 06:00:00,1,3,6.0
7.6375,45.054,3,2017-06-01 06:00:00,1,3,6.0
7.6375,45.060500000000005,3,2017-06-01 06:00:00,1,3,6.0
7.6375,45.067,2,2017-06-01 06:00:00,1,3,6.0
7.6375,45.073,7,2017-06-01 06:00:00,1,3,6.0
7.6375,45.079,1,2017-06-01 06:00:00,1,3,6.0
7.6375,45.085499999999996,1,2017-06-01 06:00:00,1,3,6.0
7.6375,45.111,1,2017-06-01 06:00:00,1,3,6.0
7.6375,45.117,1,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,44.997,2,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.0035,1,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.0225,6,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.035,3,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.0415,2,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.048,1,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.054,1,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.060500000000005,1,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.067,2,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.073,4,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.079,7,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.098,1,2017-06-01 06:00:00,1,3,6.0
7.646000000000001,45.117,1,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,44.997,2,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.0035,4,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.01,3,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.016,1,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.0225,3,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.035,1,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.0415,1,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.048,2,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.054,2,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.060500000000005,3,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.067,6,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.073,2,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.079,1,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.085499999999996,1,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.092,2,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.098,5,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.1045,1,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.111,1,2017-06-01 06:00:00,1,3,6.0
7.6545000000000005,45.117,1,2017-06-01 06:00:00,1,3,6.0
7.663,44.997,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.0035,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.016,3,2017-06-01 06:00:00,1,3,6.0
7.663,45.0225,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.028999999999996,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.0415,2,2017-06-01 06:00:00,1,3,6.0
7.663,45.048,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.054,4,2017-06-01 06:00:00,1,3,6.0
7.663,45.060500000000005,5,2017-06-01 06:00:00,1,3,6.0
7.663,45.067,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.073,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.079,7,2017-06-01 06:00:00,1,3,6.0
7.663,45.092,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.098,2,2017-06-01 06:00:00,1,3,6.0
7.663,45.1045,1,2017-06-01 06:00:00,1,3,6.0
7.663,45.111,1,2017-06-01 06:00:00,1,3,6.0
7.6715,44.997,1,2017-06-01 06:00:00,1,3,6.0
7.6715,45.0035,2,2017-06-01 06:00:00,1,3,6.0
7.6715,45.028999999999996,1,2017-06-01 06:00:00,1,3,6.0
7.6715,45.035,1,2017-06-01 06:00:00,1,3,6.0
7.6715,45.0415,1,2017-06-01 06:00:00,1,3,6.0
7.6715,45.048,3,2017-06-01 06:00:00,1,3,6.0
7.6715,45.054,3,2017-06-01 06:00:00,1,3,6.0
7.6715,45.060500000000005,3,2017-06-01 06:00:00,1,3,6.0
7.6715,45.067,1,2017-06-01 06:00:00,1,3,6.0
7.6715,45.073,5,2017-06-01 06:00:00,1,3,6.0
7.6715,45.079,2,2017-06-01 06:00:00,1,3,6.0
7.6715,45.085499999999996,3,2017-06-01 06:00:00,1,3,6.0
7.6715,45.098,3,2017-06-01 06:00:00,1,3,6.0
7.6715,45.1045,3,2017-06-01 06:00:00,1,3,6.0
7.6715,45.111,2,2017-06-01 06:00:00,1,3,6.0
7.68,44.997,2,2017-06-01 06:00:00,1,3,6.0
7.68,45.016,2,2017-06-01 06:00:00,1,3,6.0
7.68,45.0225,3,2017-06-01 06:00:00,1,3,6.0
7.68,45.0415,2,2017-06-01 06:00:00,1,3,6.0
7.68,45.048,3,2017-06-01 06:00:00,1,3,6.0
7.68,45.054,3,2017-06-01 06:00:00,1,3,6.0
7.68,45.060500000000005,2,2017-06-01 06:00:00,1,3,6.0
7.68,45.067,3,2017-06-01 06:00:00,1,3,6.0
7.68,45.073,1,2017-06-01 06:00:00,1,3,6.0
7.68,45.079,2,2017-06-01 06:00:00,1,3,6.0
7.68,45.085499999999996,4,2017-06-01 06:00:00,1,3,6.0
7.68,45.092,4,2017-06-01 06:00:00,1,3,6.0
7.68,45.098,4,2017-06-01 06:00:00,1,3,6.0
7.68,45.1045,3,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,44.997,1,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.0035,1,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.01,1,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.0415,1,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.054,1,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.060500000000005,4,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.067,1,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.073,1,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.079,3,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.085499999999996,2,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.092,1,2017-06-01 06:00:00,1,3,6.0
7.6884999999999994,45.111,1,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,44.997,3,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.0035,1,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.016,1,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.035,1,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.054,1,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.060500000000005,1,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.067,4,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.073,2,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.079,4,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.085499999999996,1,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.092,3,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.098,2,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.1045,1,2017-06-01 06:00:00,1,3,6.0
7.696999999999999,45.111,1,2017-06-01 06:00:00,1,3,6.0
7.7055,45.048,1,2017-06-01 06:00:00,1,3,6.0
7.7055,45.060500000000005,2,2017-06-01 06:00:00,1,3,6.0
7.7055,45.067,2,2017-06-01 06:00:00,1,3,6.0
7.7055,45.085499999999996,1,2017-06-01 06:00:00,1,3,6.0
7.7055,45.092,2,2017-06-01 06:00:00,1,3,6.0
7.7055,45.117,1,2017-06-01 06:00:00,1,3,6.0
7.7145,44.997,1,2017-06-01 06:00:00,1,3,6.0
7.7145,45.048,1,2017-06-01 06:00:00,1,3,6.0
7.7145,45.054,1,2017-06-01 06:00:00,1,3,6.0
7.7145,45.060500000000005,2,2017-06-01 06:00:00,1,3,6.0
7.7145,45.067,2,2017-06-01 06:00:00,1,3,6.0
7.7145,45.073,6,2017-06-01 06:00:00,1,3,6.0
7.7145,45.085499999999996,1,2017-06-01 06:00:00,1,3,6.0
7.7145,45.092,2,2017-06-01 06:00:00,1,3,6.0
7.723000000000001,45.073,2,2017-06-01 06:00:00,1,3,6.0
7.7315000000000005,45.01,1,2017-06-01 06:00:00,1,3,6.0
7.7315000000000005,45.0415,1,2017-06-01 06:00:00,1,3,6.0
7.7315000000000005,45.067,1,2017-06-01 06:00:00,1,3,6.0
7.7315000000000005,45.079,2,2017-06-01 06:00:00,1,3,6.0
7.7315000000000005,45.085499999999996,3,2017-06-01 06:00:00,1,3,6.0
7.7315000000000005,45.098,3,2017-06-01 06:00:00,1,3,6.0
7.7315000000000005,45.1045,1,2017-06-01 06:00:00,1,3,6.0
7.74,45.016,1,2017-06-01 06:00:00,1,3,6.0
7.74,45.0225,1,2017-06-01 06:00:00,1,3,6.0
7.74,45.085499999999996,1,2017-06-01 06:00:00,1,3,6.0
7.74,45.1045,3,2017-06-01 06:00:00,1,3,6.0
7.7485,45.016,2,2017-06-01 06:00:00,1,3,6.0
7.7485,45.0225,2,2017-06-01 06:00:00,1,3,6.0
7.7485,45.073,1,2017-06-01 06:00:00,1,3,6.0
7.7485,45.1045,1,2017-06-01 06:00:00,1,3,6.0
7.7485,45.111,1,2017-06-01 06:00:00,1,3,6.0
7.757,45.01,2,2017-06-01 06:00:00,1,3,6.0
7.757,45.0225,1,2017-06-01 06:00:00,1,3,6.0
7.757,45.1045,3,2017-06-01 06:00:00,1,3,6.0
7.6035,45.01,1,2017-06-01 07:00:00,1,3,7.0
7.6035,45.028999999999996,1,2017-06-01 07:00:00,1,3,7.0
7.6035,45.067,1,2017-06-01 07:00:00,1,3,7.0
7.6035,45.073,2,2017-06-01 07:00:00,1,3,7.0
7.612,45.0415,1,2017-06-01 07:00:00,1,3,7.0
7.612,45.067,1,2017-06-01 07:00:00,1,3,7.0
7.612,45.117,1,2017-06-01 07:00:00,1,3,7.0
7.6205,45.01,1,2017-06-01 07:00:00,1,3,7.0
7.6205,45.016,3,2017-06-01 07:00:00,1,3,7.0
7.6205,45.0225,1,2017-06-01 07:00:00,1,3,7.0
7.6205,45.0415,1,2017-06-01 07:00:00,1,3,7.0
7.6205,45.048,1,2017-06-01 07:00:00,1,3,7.0
7.6205,45.060500000000005,1,2017-06-01 07:00:00,1,3,7.0
7.6205,45.067,2,2017-06-01 07:00:00,1,3,7.0
7.6205,45.073,5,2017-06-01 07:00:00,1,3,7.0
7.6205,45.079,1,2017-06-01 07:00:00,1,3,7.0
7.629,45.016,1,2017-06-01 07:00:00,1,3,7.0
7.629,45.0225,1,2017-06-01 07:00:00,1,3,7.0
7.629,45.035,1,2017-06-01 07:00:00,1,3,7.0
7.629,45.0415,2,2017-06-01 07:00:00,1,3,7.0
7.629,45.048,3,2017-06-01 07:00:00,1,3,7.0
7.629,45.054,1,2017-06-01 07:00:00,1,3,7.0
7.629,45.060500000000005,1,2017-06-01 07:00:00,1,3,7.0
7.629,45.067,4,2017-06-01 07:00:00,1,3,7.0
7.629,45.079,1,2017-06-01 07:00:00,1,3,7.0
7.629,45.085499999999996,1,2017-06-01 07:00:00,1,3,7.0
7.629,45.1045,1,2017-06-01 07:00:00,1,3,7.0
7.6375,45.016,2,2017-06-01 07:00:00,1,3,7.0
7.6375,45.035,1,2017-06-01 07:00:00,1,3,7.0
7.6375,45.0415,1,2017-06-01 07:00:00,1,3,7.0
7.6375,45.048,1,2017-06-01 07:00:00,1,3,7.0
7.6375,45.054,2,2017-06-01 07:00:00,1,3,7.0
7.6375,45.067,1,2017-06-01 07:00:00,1,3,7.0
7.6375,45.073,4,2017-06-01 07:00:00,1,3,7.0
7.6375,45.079,3,2017-06-01 07:00:00,1,3,7.0
7.6375,45.098,2,2017-06-01 07:00:00,1,3,7.0
