lat,lng
45.097878,7.70868
45.093388,7.710316
45.079643,7.766903
45.079666,7.766935
45.078403,7.659349
45.069492,7.691573
45.118412,7.625508
45.088406,7.698277
45.082172,7.642837
45.082226,7.642864
45.031708,7.666839
45.031693,7.666842
45.082298,7.642794
45.082333,7.642907
45.078068,7.671138
45.077919,7.671125
45.086216,7.670249
45.049168,7.681202
45.049255,7.681157
45.055283,7.649693
45.017159,7.633897
45.002609,7.645796
45.002621,7.64587
45.055592,7.682236
45.064198,7.649001
45.082047,7.694281
45.081627,7.693349
45.07906,7.677072
45.079025,7.677031
45.085629,7.656867
45.085617,7.656898
45.095181,7.67631
45.095234,7.676121
45.095108,7.676681
45.040562,7.63727
45.062057,7.633169
45.062069,7.633356
45.040504,7.637032
45.040535,7.637111
45.061565,7.632186
45.061535,7.632493
45.014805,7.631103
45.093273,7.689751
45.028065,7.654033
45.10004,7.681376
45.1008,7.67379
45.085083,7.69296
45.104443,7.728809
45.114933,7.643058
45.095627,7.63234
45.093147,7.673018
45.093109,7.673037
45.095856,7.632556
45.096004,7.632691
44.996033,7.644868
45.068661,7.67112
45.056965,7.650817
45.057083,7.650822
45.054707,7.676133
45.049545,7.659848
45.045959,7.671479
45.071301,7.607672
45.088871,7.687617
45.088856,7.68761
45.093288,7.700614
45.093327,7.700638
45.070942,7.712237
45.077614,7.692421
45.071877,7.695439
45.072632,7.69339
45.072666,7.693384
45.076572,7.670166
45.017372,7.608547
45.036022,7.656924
45.077374,7.695868
45.088184,7.683907
45.087261,7.679572
45.087303,7.679374
45.072121,7.691995
45.071777,7.692327
45.088127,7.684013
45.074112,7.669988
45.074093,7.669985
45.077255,7.695001
45.078369,7.675214
45.072823,7.715099
45.072765,7.715201
45.039478,7.628669
45.039421,7.628661
45.038269,7.629983
45.038246,7.629964
45.039276,7.628908
45.091877,7.70072
45.091869,7.700819
45.103748,7.686655
45.103729,7.686582
45.017231,7.632066
45.017132,7.632029
45.05941,7.678018
45.019741,7.650136
45.080227,7.667781
45.076183,7.658257
45.075954,7.652567
45.076073,7.651573
45.073212,7.641364
45.073227,7.641466
45.076469,7.658818
45.076324,7.658483
45.067341,7.618387
45.06739,7.618426
45.048386,7.676435
45.048424,7.676279
45.081188,7.656496
45.09631,7.643687
45.096283,7.643707
45.074585,7.66582
45.077301,7.669408
45.102345,7.666734
45.102337,7.666781
45.078392,7.658048
45.066666,7.681452
45.115963,7.712907
45.101097,7.701377
45.101208,7.701573
45.103107,7.681933
45.103096,7.682111
45.065914,7.669893
45.066643,7.647285
45.066612,7.647425
45.066608,7.647454
45.06657,7.647406
45.066628,7.647354
45.096123,7.662519
45.052551,7.681066
45.106991,7.646121
45.05397,7.65642
45.056286,7.658836
45.056297,7.658793
45.054005,7.656067
45.054024,7.656079
45.08493,7.669312
45.11311,7.639958
44.999699,7.680311
45.066017,7.673516
45.121311,7.650073
45.104519,7.682624
45.104427,7.682575
45.10561,7.684614
45.105663,7.684731
45.121342,7.650148
45.093353,7.65296
45.085239,7.615478
45.075428,7.691587
45.057411,7.647175
45.057415,7.64718
45.080933,7.684419
45.080967,7.684422
45.064522,7.648278
45.095051,7.668201
45.053688,7.628426
45.053745,7.628412
45.048473,7.634191
45.04842,7.634176
45.047245,7.629377
45.04723,7.628759
45.053715,7.628427
45.07037,7.702963
45.007896,7.660587
45.020916,7.606688
45.041893,7.621276
45.041893,7.621297
45.067986,7.670026
45.067768,7.670552
45.016956,7.650483
45.009426,7.658892
45.009434,7.658869
45.007923,7.667322
45.007866,7.667303
45.015656,7.649968
45.073368,7.61773
45.07325,7.617917
45.032448,7.674974
45.096176,7.707397
45.001652,7.652496
45.030426,7.687823
45.030449,7.687857
45.070911,7.707683
45.070576,7.707648
45.074108,7.709883
45.074135,7.709831
45.074177,7.650882
45.074066,7.650772
45.042164,7.659139
45.036335,7.673475
45.074352,7.692881
45.074394,7.69291
45.078537,7.678604
45.078762,7.678045
45.121918,7.742489
45.109554,7.70318
45.109348,7.702567
45.098957,7.697604
45.007065,7.765583
44.996811,7.701144
45.105431,7.647514
45.104702,7.671918
45.10458,7.671954
45.093506,7.686258
44.996738,7.646976
45.096077,7.679804
45.014198,7.622398
45.020092,7.615727
45.005871,7.672624
45.006351,7.672424
45.041142,7.643434
45.049099,7.646081
45.048824,7.646455
45.041424,7.643301
45.041435,7.643321
45.048397,7.64548
45.048534,7.645804
45.04174,7.642347
45.04174,7.642367
45.041019,7.654492
45.092648,7.680056
45.089973,7.683865
45.091404,7.683741
45.074837,7.657336
45.074718,7.65713
45.024406,7.642152
45.043213,7.618961
45.043182,7.618877
45.023796,7.64184
44.998016,7.694007
45.036381,7.640742
45.036388,7.640749
45.09845,7.709896
45.072594,7.603439
45.072739,7.603598
45.056007,7.680591
45.056068,7.680468
45.074192,7.617884
45.044796,7.645819
45.044994,7.646232
45.097343,7.692197
45.113525,7.706675
45.113487,7.706786
45.101002,7.699966
45.047523,7.678084
45.049896,7.631054
45.005146,7.640379
45.015568,7.631156
45.024536,7.638245
45.02449,7.638154
45.040901,7.655738
45.033352,7.672146
45.043987,7.649851
45.024734,7.645595
45.024773,7.645352
45.02478,7.645322
45.022774,7.747442
45.022758,7.747434
45.022705,7.747349
45.057068,7.69439
44.999977,7.695943
45.000095,7.695983
45.000877,7.691283
45.000877,7.691278
44.99794,7.693852
44.997955,7.693817
45.001091,7.691418
45.015091,7.656949
45.057007,7.634708
45.055229,7.746786
45.066494,7.719514
45.066505,7.719573
45.075207,7.725607
45.075294,7.725541
45.055466,7.746739
45.110153,7.7001
45.108868,7.702227
45.108887,7.702175
45.117329,7.703574
45.117348,7.703573
45.108818,7.702114
45.108768,7.702139
45.110176,7.700164
45.110191,7.700111
45.071571,7.632078
45.067848,7.635991
45.067745,7.636319
45.071407,7.632216
45.093365,7.693611
45.092434,7.693556
45.046341,7.67885
45.046638,7.677357
45.063179,7.675159
45.063194,7.675091
45.086731,7.693719
45.086708,7.693746
45.11105,7.697398
45.021603,7.650727
45.057091,7.630844
45.066124,7.631093
45.066116,7.631114
45.062725,7.620984
45.06266,7.62103
45.068653,7.618121
45.068649,7.61814
45.070389,7.62017
45.098808,7.66604
45.100452,7.64182
45.10046,7.641829
45.098587,7.665818
45.098362,7.665754
45.100464,7.641792
45.100346,7.641908
45.098549,7.665783
45.058601,7.669713
45.074249,7.692599
45.07423,7.692837
45.058495,7.670132
45.007839,7.656314
45.002438,7.667709
45.002426,7.667764
45.007805,7.656043
45.074493,7.704967
45.074486,7.704994
45.032623,7.649518
45.03093,7.685677
45.030399,7.685454
44.999229,7.68059
45.043068,7.644546
45.043076,7.644577
45.004536,7.672935
45.004631,7.672928
45.039165,7.645251
45.039421,7.645276
45.04752,7.641741
45.047539,7.6417
45.039463,7.634957
45.052681,7.717963
45.052681,7.717951
45.096264,7.692339
45.102119,7.694811
45.102119,7.694811
45.06662,7.70951
45.066509,7.709531
45.015423,7.665511
45.098991,7.748687
45.099022,7.748564
45.099049,7.748563
45.052872,7.690085
45.051914,7.676714
45.05386,7.692474
45.054092,7.690916
45.062813,7.645732
45.019215,7.678496
45.101891,7.724038
45.102386,7.740008
45.037254,7.625267
45.065395,7.627222
45.057667,7.662014
45.100281,7.657917
45.099529,7.649842
45.09951,7.649837
45.063854,7.648628
45.063759,7.648542
45.037666,7.657655
45.037773,7.65765
45.035381,7.653193
45.035339,7.653221
45.063858,7.648744
45.063816,7.648632
45.04467,7.647003
45.044807,7.646931
45.076206,7.664134
44.997517,7.636241
45.033421,7.670009
45.091782,7.706244
45.033459,7.669246
45.027065,7.655735
45.027065,7.655735
45.077614,7.625541
45.083843,7.646218
45.063511,7.680633
45.062267,7.680815
45.038952,7.676144
45.038952,7.676144
45.034592,7.625432
45.034588,7.625432
45.016571,7.63728
45.016571,7.637322
45.09428,7.652125
45.053879,7.652938
45.044067,7.646194
45.066792,7.669715
45.069241,7.676343
45.069355,7.67642
45.06628,7.717861
45.066216,7.717896
45.069042,7.669575
45.068943,7.669661
45.104774,7.637949
45.093761,7.658062
45.004421,7.662632
45.004189,7.662593
45.066643,7.673636
45.066669,7.673734
45.072853,7.691411
45.099194,7.660727
45.106449,7.649383
45.106419,7.649469
45.095463,7.659507
45.069344,7.675774
45.095779,7.633072
45.077404,7.685413
45.073738,7.656664
45.073669,7.656693
45.073799,7.656818
45.013016,7.653546
45.058102,7.637213
45.05806,7.637187
45.013451,7.653712
45.072289,7.664434
45.12278,7.635689
45.122776,7.635689
45.096622,7.679425
45.096596,7.679422
45.07719,7.677125
45.085045,7.696199
45.085094,7.696252
45.065277,7.674604
45.090115,7.749619
45.061497,7.682179
45.061634,7.682374
45.053261,7.675549
45.001648,7.655883
45.001507,7.656187
45.001785,7.641446
45.001736,7.641468
45.017906,7.630317
45.017612,7.630422
45.012699,7.649426
45.012497,7.649555
45.0224,7.636443
45.022511,7.636544
45.101521,7.66747
45.101501,7.66748
45.022598,7.748391
45.018154,7.637454
45.018814,7.645239
45.045742,7.618408
45.001862,7.633991
45.001865,7.633944
44.996086,7.63227
45.120979,7.741869
45.09277,7.698963
45.092785,7.699051
45.094784,7.695242
45.094788,7.695299
45.092861,7.699013
45.092854,7.699047
45.093613,7.703804
45.093594,7.703901
45.092815,7.698952
45.092857,7.698957
45.097778,7.693886
45.097782,7.693923
45.08564,7.696212
45.085613,7.696241
45.092705,7.698928
45.092922,7.698712
45.093876,7.713151
45.093807,7.713179
45.092552,7.698961
45.092705,7.698932
45.093456,7.711923
45.093437,7.711938
45.095646,7.712356
45.015823,7.658117
45.090229,7.674439
45.09026,7.674414
45.079735,7.767228
45.079762,7.767213
45.079456,7.766532
45.079376,7.766571
45.020454,7.666755
45.020443,7.666772
45.072651,7.670852
45.082287,7.674018
45.07198,7.697308
45.072178,7.697406
45.083431,7.703905
45.084057,7.701577
45.09211,7.707038
45.076668,7.681896
45.076233,7.682071
45.09301,7.69843
45.092976,7.69863
45.092503,7.706751
44.998123,7.648585
45.004284,7.656225
45.004284,7.656276
45.009029,7.65819
45.009003,7.658336
45.008636,7.656983
45.008656,7.656971
45.064503,7.60117
45.043102,7.626396
45.043118,7.626349
45.065643,7.647107
45.057579,7.653287
45.057549,7.653278
45.110596,7.655569
45.106747,7.665249
45.10696,7.665172
45.099541,7.649827
45.099476,7.649788
45.069965,7.647984
45.07021,7.648149
45.069408,7.646081
45.069412,7.646091
45.064606,7.637032
45.064587,7.63703
45.047661,7.660099
45.047665,7.660088
45.043633,7.660241
45.077984,7.653269
45.079903,7.76726
45.079903,7.767241
45.077961,7.769685
45.077969,7.769681
45.052925,7.706562
45.080082,7.660985
45.072468,7.635537
45.070343,7.616328
45.070366,7.616295
45.073421,7.636574
45.073406,7.636473
45.058594,7.635122
45.073402,7.642016
45.072853,7.615266
45.072792,7.615192
45.069748,7.615949
45.069847,7.616096
45.066639,7.625226
45.066669,7.62527
45.072273,7.63589
45.050503,7.646308
45.004581,7.605395
45.081966,7.644235
45.081966,7.644235
45.10078,7.628706
45.112354,7.643815
45.1124,7.64386
45.099434,7.67817
45.099472,7.678223
45.100712,7.628535
45.033451,7.639195
45.077511,7.618623
45.077511,7.618625
45.102577,7.750051
45.09375,7.752957
45.093784,7.752922
45.121887,7.649873
45.059189,7.663094
45.059299,7.663122
45.067318,7.675752
45.067348,7.67571
45.062656,7.642882
45.062603,7.642867
45.073898,7.599952
45.009457,7.655317
45.040657,7.634423
45.040665,7.634425
45.0466,7.630116
45.070843,7.70618
45.070843,7.70618
45.041782,7.675565
45.00491,7.658933
45.004951,7.658747
44.996689,7.634267
44.99667,7.63427
45.002796,7.657233
45.062988,7.679646
45.064037,7.679143
45.093281,7.676227
45.093342,7.676338
45.096161,7.67616
45.096027,7.676223
45.087254,7.69897
45.078648,7.667342
45.078773,7.667342
45.078178,7.669803
45.078167,7.669773
45.080399,7.673217
45.076344,7.769533
45.008587,7.657415
45.008244,7.65667
45.114635,7.646242
45.114666,7.647725
45.114693,7.64767
45.077362,7.695724
45.077377,7.695807
45.060822,7.692468
45.031925,7.671432
45.032578,7.668283
45.031536,7.669192
45.030094,7.6713
45.030087,7.671312
45.059143,7.686075
45.059143,7.68607
44.996529,7.70273
45.047592,7.684988
45.087475,7.705142
45.07901,7.675088
45.021652,7.72779
45.059967,7.678825
45.059902,7.678793
45.034431,7.680402
45.03397,7.680797
45.066826,7.681468
45.071209,7.72199
45.071709,7.6226
45.081928,7.628897
45.082012,7.628935
45.0746,7.655955
45.074532,7.655927
45.071602,7.622648
45.076809,7.768265
45.021923,7.637627
45.123363,7.739595
45.095123,7.695076
45.078045,7.633697
45.101398,7.759048
45.093357,7.751133
45.105194,7.749572
45.093723,7.693944
45.093723,7.694345
45.067722,7.630343
45.013458,7.637307
45.017601,7.629863
45.017601,7.629857
45.015083,7.631912
45.015057,7.631945
45.015282,7.637444
45.076824,7.698431
45.001606,7.624269
45.091702,7.71488
45.024357,7.642593
45.024265,7.64244
45.047806,7.665729
45.047783,7.66572
45.067539,7.651778
45.097099,7.699623
45.106396,7.639132
45.076862,7.73237
45.073799,7.709287
45.073757,7.70932
45.076565,7.60334
45.022778,7.654778
45.03841,7.638107
45.06575,7.654682
45.041592,7.716838
45.041561,7.717057
45.054195,7.651711
45.053715,7.653395
45.045769,7.671137
45.074951,7.659982
45.116219,7.603945
45.116238,7.603937
45.070217,7.664003
45.070183,7.663978
45.059021,7.66628
45.058987,7.666288
45.056732,7.664647
45.056732,7.664649
45.076591,7.693871
45.068264,7.611455
45.06826,7.61138
45.049126,7.637568
45.076115,7.672256
45.071808,7.666422
45.07185,7.666447
45.077194,7.670457
45.077198,7.670447
45.092907,7.675775
45.054741,7.694563
45.005825,7.625652
45.0718,7.630842
45.0019,7.630985
45.047123,7.640477
45.015106,7.66853
45.015099,7.66854
45.000362,7.671813
45.000351,7.671538
45.081802,7.635383
45.050392,7.635808
45.050262,7.635975
45.043941,7.648585
45.043972,7.648618
45.08112,7.635837
45.018879,7.631377
45.018887,7.63139
45.066235,7.680656
45.045399,7.670915
45.045406,7.670947
45.082294,7.694417
45.087132,7.689518
45.091862,7.70829
45.081776,7.674716
45.081692,7.67484
45.081879,7.654925
45.071388,7.70552
45.063213,7.67924
45.068256,7.636456
45.068291,7.63646
45.064251,7.647567
45.0056,7.655962
45.116482,7.657665
45.119904,7.655968
45.081944,7.632318
45.082062,7.638405
45.082047,7.638435
45.082523,7.637167
45.082577,7.637102
45.10236,7.740083
45.102329,7.739965
45.041973,7.628588
45.036919,7.632565
45.036915,7.632427
45.037518,7.630488
45.072037,7.648538
45.017315,7.737067
45.059273,7.674925
45.059227,7.674962
45.056976,7.699162
45.056973,7.69916
44.995995,7.705775
45.056831,7.647809
45.054996,7.64412
45.115345,7.635515
45.069229,7.636933
45.09063,7.652525
45.0564,7.664762
45.104153,7.638085
45.096394,7.66065
45.054714,7.609732
45.079796,7.66578
45.056732,7.622063
45.055626,7.622529
45.055626,7.622512
45.064251,7.678497
45.064514,7.678558
45.013317,7.634475
45.02319,7.667233
45.057293,7.614322
45.098801,7.681159
45.066883,7.645145
45.066845,7.645138
45.055393,7.661376
45.055412,7.66142
45.066269,7.66289
45.066132,7.662862
45.059509,7.645923
45.059639,7.645978
45.05534,7.661282
45.055241,7.661345
45.060196,7.681073
45.060345,7.681248
45.055439,7.661115
45.055275,7.66108
45.035683,7.652305
45.035686,7.652223
45.055447,7.661097
45.055397,7.660978
45.05307,7.679643
45.05307,7.679646
45.067043,7.678463
45.067123,7.678542
45.096848,7.65349
45.070148,7.610347
45.070339,7.610662
45.070129,7.610375
45.019264,7.748428
45.019257,7.748453
45.013554,7.751878
45.01363,7.751915
45.076401,7.720137
45.016178,7.749738
45.016106,7.749907
45.050953,7.716658
45.096634,7.66556
45.10157,7.674479
45.10157,7.674442
45.100838,7.681227
45.100811,7.681307
45.077656,7.695817
45.077652,7.695693
45.078312,7.764502
45.058826,7.669577
45.097359,7.720543
45.097378,7.72055
45.069489,7.70823
45.069504,7.708172
45.030365,7.723127
45.030338,7.723102
45.069656,7.687965
45.042095,7.675473
45.035141,7.680511
45.035141,7.680511
45.064102,7.678339
45.064018,7.67856
45.053734,7.700978
45.053734,7.700977
45.032135,7.680528
45.096729,7.700652
45.103745,7.701852
45.10368,7.701947
45.039165,7.654618
45.059223,7.670467
45.060429,7.670512
45.057247,7.611303
45.076225,7.682977
45.076275,7.683027
45.074799,7.600692
45.027294,7.641098
45.023438,7.655072
45.023479,7.655033
45.022373,7.646237
45.022217,7.646613
45.076561,7.681022
45.076569,7.68104
45.070095,7.678477
45.092884,7.69566
45.10466,7.702377
45.104645,7.702207
45.093479,7.6953
45.110096,7.65667
45.110096,7.65664
44.999069,7.680439
44.999199,7.680493
45.023335,7.633397
45.023285,7.633325
45.02327,7.636113
45.058132,7.611784
45.118969,7.714787
45.064674,7.709155
45.064686,7.709075
45.042606,7.731588
45.076645,7.680227
45.023857,7.646618
45.023697,7.64685
45.01915,7.75237
45.019146,7.752298
45.090622,7.671268
45.09058,7.67119
45.062119,7.698912
45.079258,7.601758
45.057304,7.612398
45.057625,7.611163
45.078163,7.606197
45.06638,7.631078
45.066334,7.63114
45.04224,7.674248
45.071941,7.71936
45.018448,7.678483
